sample_id,dice_id,pip_index_in_dice,pip_value,dice_deg,pip_x_mm,pip_y_mm
537,1,1,6,196.4,-3.136,3.606
537,1,2,6,196.4,-2.789,2.014
537,1,3,6,196.4,-2.408,0.458
537,1,4,6,196.4,-6.152,2.728
537,1,5,6,196.4,-5.777,0.967
537,1,6,6,196.4,-5.234,-0.34
537,2,1,4,49.3,-1.739,11.476
537,2,2,4,49.3,-3.981,13.283
537,2,3,4,49.3,0.171,13.724
537,2,4,4,49.3,-2.249,15.663
537,3,1,5,254.7,-10.916,-5.506
537,3,2,5,254.7,-7.894,-6.413
537,3,3,5,254.7,-9.532,-7.477
537,3,4,5,254.7,-11.362,-8.642
537,3,5,5,254.7,-8.51,-9.315
538,1,1,3,43.4,14.441,-1.02
538,1,2,3,43.4,14.412,1.212
538,1,3,3,43.4,14.331,3.226
538,2,1,4,48.8,-15.676,-1.801
538,2,2,4,48.8,-17.844,0.218
538,2,3,4,48.8,-13.579,0.555
538,2,4,4,48.8,-15.723,2.724
538,3,1,5,105.8,0.489,11.362
538,3,2,5,105.8,-2.277,10.343
538,3,3,5,105.8,-0.997,12.34
538,3,4,5,105.8,-0.14,14.017
538,3,5,5,105.8,-3.073,13.342
539,1,1,4,344.8,11.822,-4.035
539,1,2,4,344.8,12.681,-1.218
539,1,3,4,344.8,14.518,-5.012
539,1,4,4,344.8,15.416,-1.98
539,2,1,5,174.2,-6.947,3.002
539,2,2,5,174.2,-7.196,-0.048
539,2,3,5,174.2,-8.64,1.602
539,2,4,5,174.2,-9.941,3.128
539,2,5,5,174.2,-10.148,0.302
539,3,1,5,7.3,1.918,-6.328
539,3,2,5,7.3,1.495,-3.36
539,3,3,5,7.3,3.17,-4.716
539,3,4,5,7.3,4.811,-5.887
539,3,5,5,7.3,4.598,-2.984
540,1,1,5,206.0,3.627,10.47
540,1,2,5,206.0,4.897,7.728
540,1,3,5,206.0,3.066,8.458
540,1,4,5,206.0,1.071,9.158
540,1,5,5,206.0,2.34,6.673
540,2,1,3,125.4,-7.775,5.638
540,2,2,3,125.4,-9.956,5.858
540,2,3,3,125.4,-11.927,6.121
540,3,1,5,308.6,9.36,-3.097
540,3,2,5,308.6,11.846,-1.262
540,3,3,5,308.6,11.678,-3.172
540,3,4,5,308.6,11.248,-5.273
540,3,5,5,308.6,13.696,-3.427
541,1,1,6,331.7,-9.61,2.993
541,1,2,6,331.7,-8.836,4.524
541,1,3,6,331.7,-8.249,5.87
541,1,4,6,331.7,-6.987,1.59
541,1,5,6,331.7,-6.184,2.856
541,1,6,6,331.7,-5.664,4.435
541,2,1,4,274.5,0.607,1.276
541,2,2,4,274.5,3.524,1.599
541,2,3,4,274.5,0.749,-1.519
541,2,4,4,274.5,3.821,-1.288
541,3,1,1,259.3,-15.182,1.068
542,1,1,3,334.3,12.276,-4.916
542,1,2,3,334.3,14.335,-3.95
542,1,3,3,334.3,16.314,-3.094
542,2,1,1,47.5,-7.693,-6.49
542,3,1,5,145.7,2.369,15.412
542,3,2,5,145.7,0.898,12.824
542,3,3,5,145.7,0.365,14.998
542,3,4,5,145.7,-0.046,17.048
542,3,5,5,145.7,-1.76,14.505
543,1,1,6,275.5,2.212,-13.671
543,1,2,6,275.5,3.596,-13.642
543,1,3,6,275.5,5.057,-13.354
543,1,4,6,275.5,2.289,-16.734
543,1,5,6,275.5,3.966,-16.602
543,1,6,6,275.5,5.318,-16.445
543,2,1,4,101.6,-8.67,9.062
543,2,2,4,101.6,-11.382,8.6
543,2,3,4,101.6,-9.237,12.219
543,2,4,4,101.6,-12.372,11.422
543,3,1,4,169.9,2.523,-5.976
543,3,2,4,169.9,1.875,-9.037
543,3,3,4,169.9,-0.324,-5.598
543,3,4,4,169.9,-0.889,-8.56
544,1,1,3,270.3,-15.602,5.964
544,1,2,3,270.3,-13.778,4.463
544,1,3,3,270.3,-12.461,2.93
544,2,1,3,106.4,-0.613,-13.924
544,2,2,3,106.4,-2.579,-12.77
544,2,3,3,106.4,-4.333,-11.721
544,3,1,3,209.2,0.633,6.143
544,3,2,3,209.2,0.109,4.065
544,3,3,3,209.2,-0.297,1.941
545,1,1,4,338.8,-3.466,-8.912
545,1,2,4,338.8,-2.405,-6.287
545,1,3,4,338.8,-0.945,-10.041
545,1,4,4,338.8,0.279,-7.33
545,2,1,1,296.6,11.242,0.961
545,3,1,4,57.3,-4.497,3.289
545,3,2,4,57.3,-6.822,5.184
545,3,3,4,57.3,-2.777,5.962
545,3,4,4,57.3,-5.274,7.663
546,1,1,3,249.9,-4.02,-1.378
546,1,2,3,249.9,-3.281,-3.285
546,1,3,3,249.9,-2.296,-5.171
546,2,1,3,41.9,-0.127,3.268
546,2,2,3,41.9,-0.267,5.259
546,2,3,3,41.9,0.251,7.355
546,3,1,1,219.2,-11.226,9.426
547,1,1,6,121.3,1.091,7.372
547,1,2,6,121.3,-0.391,6.248
547,1,3,6,121.3,-1.604,5.814
547,1,4,6,121.3,-0.437,9.864
547,1,5,6,121.3,-2.01,9.23
547,1,6,6,121.3,-3.233,8.128
547,2,1,3,16.8,6.631,10.599
547,2,2,3,16.8,7.626,12.694
547,2,3,3,16.8,8.583,14.474
547,3,1,4,163.0,9.273,-4.704
547,3,2,4,163.0,8.183,-7.628
547,3,3,4,163.0,6.467,-4.001
547,3,4,4,163.0,5.526,-6.621
548,1,1,4,346.6,2.961,-13.987
548,1,2,4,346.6,3.791,-10.988
548,1,3,4,346.6,5.841,-14.621
548,1,4,4,346.6,6.542,-11.562
548,2,1,2,147.0,18.071,0.384
548,2,2,2,147.0,13.71,-0.665
548,3,1,4,190.5,-8.096,-7.258
548,3,2,4,190.5,-7.316,-10.048
548,3,3,4,190.5,-10.804,-7.893
548,3,4,4,190.5,-10.199,-10.761
549,1,1,3,229.9,0.844,17.495
549,1,2,3,229.9,0.833,15.254
549,1,3,3,229.9,1.24,13.179
549,2,1,3,234.0,-7.814,-7.568
549,2,2,3,234.0,-7.456,-9.729
549,2,3,3,234.0,-7.25,-11.691
549,3,1,1,194.4,-15.523,-1.552
550,1,1,5,326.5,-8.387,6.723
550,1,2,5,326.5,-6.703,9.398
550,1,3,5,326.5,-6.366,7.112
550,1,4,5,326.5,-5.922,5.07
550,1,5,5,326.5,-4.274,7.793
550,2,1,3,66.9,-5.412,-15.47
550,2,2,3,66.9,-6.308,-13.417
550,2,3,3,66.9,-6.958,-11.403
550,3,1,5,63.3,1.196,-4.046
550,3,2,5,63.3,-1.263,-2.71
550,3,3,5,63.3,1.077,-2.095
550,3,4,5,63.3,2.753,-1.341
550,3,5,5,63.3,0.161,-0.066
551,1,1,2,316.1,-6.289,-14.304
551,1,2,2,316.1,-2.115,-14.196
551,2,1,1,139.8,11.56,-10.898
551,3,1,1,282.9,-6.271,3.009
552,1,1,6,272.7,-5.261,12.972
552,1,2,6,272.7,-3.619,12.97
552,1,3,6,272.7,-1.827,13.083
552,1,4,6,272.7,-4.836,9.96
552,1,5,6,272.7,-3.378,9.997
552,1,6,6,272.7,-1.91,10.017
552,2,1,5,50.7,-13.459,1.925
552,2,2,5,50.7,-15.806,3.818
552,2,3,5,50.7,-13.716,3.977
552,2,4,5,50.7,-11.555,4.238
552,2,5,5,50.7,-13.948,6.083
552,3,1,6,101.3,-0.941,-10.289
552,3,2,6,101.3,-2.362,-10.533
552,3,3,6,101.3,-3.901,-10.829
552,3,4,6,101.3,-1.505,-7.255
552,3,5,6,101.3,-3.117,-7.496
552,3,6,6,101.3,-4.338,-7.888
553,1,1,1,106.7,-6.786,-11.38
553,2,1,6,213.3,-4.057,4.028
553,2,2,6,213.3,-3.077,2.629
553,2,3,6,213.3,-2.284,1.504
553,2,4,6,213.3,-6.472,2.409
553,2,5,6,213.3,-5.71,1.089
553,2,6,6,213.3,-4.818,-0.035
553,3,1,6,160.0,6.667,9.628
553,3,2,6,160.0,6.306,8.263
553,3,3,6,160.0,5.75,6.842
553,3,4,6,160.0,3.919,10.717
553,3,5,6,160.0,3.202,9.335
553,3,6,6,160.0,2.863,7.907
554,1,1,4,44.4,9.825,-4.148
554,1,2,4,44.4,7.862,-2.261
554,1,3,4,44.4,12.208,-2.074
554,1,4,4,44.4,10.145,0.038
554,2,1,3,4.1,3.295,9.784
554,2,2,3,4.1,4.741,11.41
554,2,3,3,4.1,6.281,13.214
554,3,1,5,356.7,-13.528,-10.854
554,3,2,5,356.7,-13.244,-7.85
554,3,3,5,356.7,-11.767,-9.535
554,3,4,5,356.7,-10.44,-11.0
554,3,5,5,356.7,-10.218,-7.89
555,1,1,4,226.5,1.537,-2.567
555,1,2,4,226.5,3.7,-4.733
555,1,3,4,226.5,-0.533,-4.809
555,1,4,4,226.5,1.82,-6.941
555,2,1,5,215.5,13.585,8.92
555,2,2,5,215.5,15.381,6.49
555,2,3,5,215.5,13.319,6.862
555,2,4,5,215.5,11.286,7.087
555,2,5,5,215.5,12.768,4.771
555,3,1,1,91.3,0.7,13.376
556,1,1,1,14.1,-2.344,-11.252
556,2,1,4,21.8,12.299,-7.918
556,2,2,4,21.8,11.445,-5.134
556,2,3,4,21.8,15.292,-6.867
556,2,4,4,21.8,14.087,-3.96
556,3,1,2,271.0,-15.592,7.801
556,3,2,2,271.0,-12.382,4.7
557,1,1,3,184.9,-5.11,9.548
557,1,2,3,184.9,-6.369,8.144
557,1,3,3,184.9,-7.709,6.4
557,2,1,1,46.3,12.056,-6.685
557,3,1,2,335.2,7.966,10.316
557,3,2,2,335.2,12.041,12.018
558,1,1,4,301.6,10.046,-5.156
558,1,2,4,301.6,12.431,-3.678
558,1,3,4,301.6,11.615,-7.886
558,1,4,4,301.6,14.075,-6.271
558,2,1,5,274.2,5.19,-11.272
558,2,2,5,274.2,8.187,-10.963
558,2,3,5,274.2,6.825,-12.621
558,2,4,5,274.2,5.423,-14.347
558,2,5,5,274.2,8.409,-13.825
558,3,1,3,149.1,-1.952,8.763
558,3,2,3,149.1,-4.108,8.293
558,3,3,3,149.1,-6.323,7.7
559,1,1,4,164.2,-11.486,7.183
559,1,2,4,164.2,-12.447,4.452
559,1,3,4,164.2,-14.503,7.735
559,1,4,4,164.2,-15.606,5.174
559,2,1,5,149.0,7.674,10.851
559,2,2,5,149.0,5.914,8.352
559,2,3,5,149.0,5.501,10.486
559,2,4,5,149.0,5.119,12.425
559,2,5,5,149.0,3.44,9.869
559,3,1,3,82.8,-2.28,-10.026
559,3,2,3,82.8,-3.48,-8.673
559,3,3,3,82.8,-4.811,-6.672
560,1,1,6,282.7,-0.97,-10.265
560,1,2,6,282.7,0.512,-9.895
560,1,3,6,282.7,2.041,-9.693
560,1,4,6,282.7,-0.133,-13.147
560,1,5,6,282.7,1.142,-12.865
560,1,6,6,282.7,2.626,-12.684
560,2,1,4,204.2,0.198,13.686
560,2,2,4,204.2,1.404,10.855
560,2,3,4,204.2,-2.746,12.36
560,2,4,4,204.2,-1.394,9.54
560,3,1,6,114.9,-13.668,-0.784
560,3,2,6,114.9,-14.856,-1.615
560,3,3,6,114.9,-16.424,-2.226
560,3,4,6,114.9,-14.95,1.567
560,3,5,6,114.9,-16.311,1.038
560,3,6,6,114.9,-17.472,0.587
561,1,1,1,319.3,4.878,-3.524
561,2,1,2,182.2,8.936,11.646
561,2,2,2,182.2,6.061,8.407
561,3,1,2,291.4,-2.52,-12.318
561,3,2,2,291.4,1.19,-14.039
562,1,1,4,303.7,5.499,-7.657
562,1,2,4,303.7,8.191,-5.984
562,1,3,4,303.7,7.351,-10.11
562,1,4,4,303.7,9.861,-8.322
562,2,1,4,314.6,-7.891,-1.312
562,2,2,4,314.6,-5.565,0.74
562,2,3,4,314.6,-5.717,-3.602
562,2,4,4,314.6,-3.669,-1.492
562,3,1,1,312.6,-15.366,3.089
563,1,1,5,264.0,-5.142,0.709
563,1,2,5,264.0,-2.137,0.607
563,1,3,5,264.0,-3.943,-0.765
563,1,4,5,264.0,-5.4,-2.243
563,1,5,5,264.0,-2.417,-2.365
563,2,1,4,71.9,5.817,-8.532
563,2,2,4,71.9,2.641,-7.406
563,2,3,4,71.9,6.759,-5.388
563,2,4,4,71.9,3.824,-4.396
563,3,1,1,46.7,0.917,12.915
564,1,1,4,206.5,-6.689,0.39
564,1,2,4,206.5,-5.071,-2.222
564,1,3,4,206.5,-9.404,-0.964
564,1,4,4,206.5,-7.999,-3.714
564,2,1,1,99.2,-15.668,-0.971
564,3,1,6,358.4,7.025,1.112
564,3,2,6,358.4,6.956,2.513
564,3,3,6,358.4,7.037,3.936
564,3,4,6,358.4,9.944,0.842
564,3,5,6,358.4,9.933,2.575
564,3,6,6,358.4,9.91,3.787
565,1,1,2,225.5,-2.071,-12.341
565,1,2,2,225.5,-2.033,-16.884
565,2,1,4,219.1,9.737,-6.085
565,2,2,4,219.1,11.527,-8.531
565,2,3,4,219.1,7.145,-8.102
565,2,4,4,219.1,9.215,-10.489
565,3,1,3,57.2,-10.764,1.178
565,3,2,3,57.2,-11.102,3.572
565,3,3,3,57.2,-11.748,5.606
566,1,1,1,221.0,3.645,-1.864
566,2,1,2,194.1,11.959,-4.08
566,2,2,2,194.1,10.062,-7.523
566,3,1,2,120.9,-8.826,-3.838
566,3,2,2,120.9,-12.77,-2.76
567,1,1,6,250.0,-10.466,-9.808
567,1,2,6,250.0,-9.027,-10.165
567,1,3,6,250.0,-7.751,-10.808
567,1,4,6,250.0,-11.56,-12.593
567,1,5,6,250.0,-10.042,-13.09
567,1,6,6,250.0,-8.702,-13.627
567,2,1,2,280.6,-16.158,-3.37
567,2,2,2,280.6,-12.671,-5.757
567,3,1,2,123.1,-5.545,8.178
567,3,2,2,123.1,-9.883,8.879
568,1,1,6,147.2,15.739,2.301
568,1,2,6,147.2,14.975,1.05
568,1,3,6,147.2,14.076,-0.223
568,1,4,6,147.2,13.033,4.058
568,1,5,6,147.2,12.269,2.867
568,1,6,6,147.2,11.433,1.338
568,2,1,5,235.1,8.809,13.935
568,2,2,5,235.1,11.406,12.41
568,2,3,5,235.1,9.127,11.928
568,2,4,5,235.1,7.169,11.684
568,2,5,5,235.1,9.686,9.969
568,3,1,5,75.7,-9.057,4.189
568,3,2,5,75.7,-11.917,4.874
568,3,3,5,75.7,-10.092,6.034
568,3,4,5,75.7,-8.271,6.9
568,3,5,5,75.7,-11.127,7.934
569,1,1,3,185.6,5.271,-10.947
569,1,2,3,185.6,3.86,-12.274
569,1,3,3,185.6,2.747,-13.78
569,2,1,6,215.7,4.544,11.918
569,2,2,6,215.7,5.52,10.799
569,2,3,6,215.7,6.51,9.645
569,2,4,6,215.7,2.028,10.326
569,2,5,6,215.7,2.883,8.986
569,2,6,6,215.7,3.773,7.695
569,3,1,4,11.1,-3.019,-2.179
569,3,2,4,11.1,-3.665,0.852
569,3,3,4,11.1,-0.107,-1.42
569,3,4,4,11.1,-0.646,1.45
570,1,1,4,175.2,9.722,11.489
570,1,2,4,175.2,9.462,8.449
570,1,3,4,175.2,6.842,11.819
570,1,4,4,175.2,6.495,8.798
570,2,1,1,84.2,14.649,-2.182
570,3,1,6,116.9,-6.715,-9.489
570,3,2,6,116.9,-8.02,-10.168
570,3,3,6,116.9,-9.173,-10.703
570,3,4,6,116.9,-7.965,-6.639
570,3,5,6,116.9,-9.341,-7.445
570,3,6,6,116.9,-10.659,-7.94
571,1,1,3,205.7,7.905,-0.812
571,1,2,3,205.7,7.395,-2.828
571,1,3,3,205.7,6.551,-4.632
571,2,1,3,83.7,-13.299,-5.787
571,2,2,3,83.7,-14.538,-4.238
571,2,3,3,83.7,-15.973,-2.447
571,3,1,3,216.8,-8.725,14.147
571,3,2,3,216.8,-8.763,12.167
571,3,3,3,216.8,-9.041,9.827
572,1,1,1,169.5,-2.275,5.761
572,2,1,4,337.0,6.719,4.529
572,2,2,4,337.0,7.871,7.313
572,2,3,4,337.0,9.359,3.412
572,2,4,4,337.0,10.621,6.091
572,3,1,4,221.1,7.078,-3.67
572,3,2,4,221.1,8.868,-6.03
572,3,3,4,221.1,4.79,-5.719
572,3,4,4,221.1,6.783,-8.103
573,1,1,4,311.0,-7.452,13.656
573,1,2,4,311.0,-5.239,15.865
573,1,3,4,311.0,-5.542,11.481
573,1,4,4,311.0,-3.286,13.48
573,2,1,1,194.0,-10.802,-6.664
573,3,1,6,89.4,-12.403,4.971
573,3,2,6,89.4,-14.142,5.25
573,3,3,6,89.4,-15.604,5.121
573,3,4,6,89.4,-12.777,8.204
573,3,5,6,89.4,-14.076,8.087
573,3,6,6,89.4,-15.48,8.198
574,1,1,1,241.0,-3.855,-10.415
574,2,1,2,77.6,11.749,-11.462
574,2,2,2,77.6,9.563,-7.915
574,3,1,6,132.5,1.868,9.649
574,3,2,6,132.5,1.052,8.892
574,3,3,6,132.5,-0.373,7.845
574,3,4,6,132.5,-0.345,12.304
574,3,5,6,132.5,-1.349,11.095
574,3,6,6,132.5,-2.334,10.321
575,1,1,5,247.5,-0.288,2.442
575,1,2,5,247.5,2.719,1.508
575,1,3,5,247.5,0.755,0.542
575,1,4,5,247.5,-1.097,-0.231
575,1,5,5,247.5,1.425,-1.379
575,2,1,5,96.8,-2.394,-9.966
575,2,2,5,96.8,-5.306,-10.316
575,2,3,5,96.8,-4.11,-8.584
575,2,4,5,96.8,-2.567,-7.023
575,2,5,5,96.8,-5.714,-7.364
575,3,1,2,95.5,10.383,10.935
575,3,2,2,95.5,6.953,13.522
576,1,1,4,25.2,-8.509,-14.391
576,1,2,4,25.2,-9.739,-11.604
576,1,3,4,25.2,-5.819,-12.879
576,1,4,4,25.2,-7.106,-10.216
576,2,1,3,109.6,5.813,-14.416
576,2,2,3,109.6,4.057,-13.654
576,2,3,3,109.6,1.979,-12.519
576,3,1,2,110.3,4.608,3.331
576,3,2,2,110.3,0.874,5.134
577,1,1,2,310.0,2.348,12.962
577,1,2,2,310.0,6.726,12.435
577,2,1,4,226.3,-15.231,4.927
577,2,2,4,226.3,-13.196,2.888
577,2,3,4,226.3,-17.231,2.65
577,2,4,4,226.3,-14.901,0.69
577,3,1,3,52.7,3.941,-13.813
577,3,2,3,52.7,3.672,-11.835
577,3,3,3,52.7,3.303,-9.754
578,1,1,4,123.4,13.666,-5.49
578,1,2,4,123.4,11.17,-7.298
578,1,3,4,123.4,12.01,-3.085
578,1,4,4,123.4,9.668,-4.7
578,2,1,3,175.6,-4.677,12.703
578,2,2,3,175.6,-6.443,11.501
578,2,3,3,175.6,-8.132,10.044
578,3,1,4,139.4,4.12,11.719
578,3,2,4,139.4,2.064,9.176
578,3,3,4,139.4,1.887,13.535
578,3,4,4,139.4,-0.042,11.234
579,1,1,3,116.0,12.503,9.751
579,1,2,3,116.0,10.551,10.334
579,1,3,3,116.0,8.3,11.109
579,2,1,2,118.9,1.234,-11.787
579,2,2,2,118.9,-2.661,-10.555
579,3,1,5,118.4,-8.73,6.802
579,3,2,5,118.4,-11.25,5.455
579,3,3,5,118.4,-10.856,7.657
579,3,4,5,118.4,-9.921,9.642
579,3,5,5,118.4,-12.6,7.939
580,1,1,2,123.8,2.146,-10.419
580,1,2,2,123.8,-2.141,-9.541
580,2,1,2,173.8,10.718,-9.217
580,2,2,2,173.8,7.286,-11.889
580,3,1,1,251.4,3.888,-1.27
581,1,1,4,182.6,14.066,-7.576
581,1,2,4,182.6,14.149,-10.57
581,1,3,4,182.6,10.969,-7.51
581,1,4,4,182.6,11.082,-10.534
581,2,1,6,85.1,-13.312,2.381
581,2,2,6,85.1,-14.99,2.317
581,2,3,6,85.1,-16.492,2.458
581,2,4,6,85.1,-13.248,5.345
581,2,5,6,85.1,-14.815,5.433
581,2,6,6,85.1,-16.259,5.558
581,3,1,4,188.6,7.924,0.989
581,3,2,4,188.6,8.35,-2.203
581,3,3,4,188.6,4.879,0.395
581,3,4,4,188.6,5.298,-2.614
582,1,1,1,10.4,-12.966,-6.166
582,2,1,6,79.0,8.945,-7.824
582,2,2,6,79.0,7.604,-7.615
582,2,3,6,79.0,5.955,-7.278
582,2,4,6,79.0,9.722,-4.753
582,2,5,6,79.0,8.167,-4.653
582,2,6,6,79.0,6.623,-4.436
582,3,1,5,317.1,-1.264,10.943
582,3,2,5,317.1,0.824,13.19
582,3,3,5,317.1,1.105,10.936
582,3,4,5,317.1,1.132,8.815
582,3,5,5,317.1,3.045,10.991
583,1,1,5,278.6,11.143,-4.696
583,1,2,5,278.6,14.143,-4.152
583,1,3,5,278.6,12.753,-5.98
583,1,4,5,278.6,11.537,-7.57
583,1,5,5,278.6,14.611,-6.852
583,2,1,3,130.7,-8.014,1.893
583,2,2,3,130.7,-10.21,1.816
583,2,3,3,130.7,-12.285,1.999
583,3,1,5,15.5,-2.914,5.561
583,3,2,5,15.5,-3.692,8.442
583,3,3,5,15.5,-1.917,7.347
583,3,4,5,15.5,-0.031,6.132
583,3,5,5,15.5,-1.07,9.305
584,1,1,5,240.7,14.114,7.322
584,1,2,5,240.7,16.699,5.902
584,1,3,5,240.7,14.767,5.299
584,1,4,5,240.7,12.759,4.74
584,1,5,5,240.7,15.136,3.164
584,2,1,3,291.2,-5.409,-5.925
584,2,2,3,291.2,-3.511,-6.656
584,2,3,3,291.2,-1.779,-7.342
584,3,1,1,297.3,6.475,5.541
585,1,1,3,53.7,6.49,10.641
585,1,2,3,53.7,6.171,12.879
585,1,3,3,53.7,5.871,14.873
585,2,1,6,349.5,-11.88,1.446
585,2,2,6,349.5,-11.442,2.761
585,2,3,6,349.5,-11.277,4.443
585,2,4,6,349.5,-8.746,1.126
585,2,5,6,349.5,-8.646,2.472
585,2,6,6,349.5,-8.352,3.878
585,3,1,5,31.7,-1.67,0.965
585,3,2,5,31.7,-3.32,3.491
585,3,3,5,31.7,-1.212,2.988
585,3,4,5,31.7,0.995,2.713
585,3,5,5,31.7,-0.492,5.037
586,1,1,1,158.0,-4.839,-5.683
586,2,1,1,337.0,13.952,-2.937
586,3,1,2,309.4,-0.113,14.642
586,3,2,2,309.4,4.124,14.149
587,1,1,5,302.9,-5.649,-8.739
587,1,2,5,302.9,-2.995,-7.316
587,1,3,5,302.9,-3.463,-9.294
587,1,4,5,302.9,-3.926,-11.434
587,1,5,5,302.9,-1.575,-9.854
587,2,1,5,161.6,15.048,-7.54
587,2,2,5,161.6,13.931,-10.343
587,2,3,5,161.6,13.108,-8.508
587,2,4,5,161.6,11.976,-6.639
587,2,5,5,161.6,11.12,-9.242
587,3,1,6,296.9,2.75,15.07
587,3,2,6,296.9,4.119,15.841
587,3,3,6,296.9,5.278,16.414
587,3,4,6,296.9,3.878,12.279
587,3,5,6,296.9,5.295,13.123
587,3,6,6,296.9,6.607,13.615
588,1,1,4,225.8,10.494,-0.813
588,1,2,4,225.8,12.515,-2.971
588,1,3,4,225.8,8.239,-2.964
588,1,4,4,225.8,10.614,-5.055
588,2,1,1,193.4,4.082,5.773
588,3,1,5,172.2,-10.957,-1.629
588,3,2,5,172.2,-11.385,-4.419
588,3,3,5,172.2,-12.789,-3.275
588,3,4,5,172.2,-13.668,-1.17
588,3,5,5,172.2,-14.317,-4.124
589,1,1,6,56.7,12.669,3.169
589,1,2,6,56.7,11.429,3.955
589,1,3,6,56.7,10.272,4.483
589,1,4,6,56.7,14.504,5.481
589,1,5,6,56.7,13.105,6.443
589,1,6,6,56.7,12.0,7.155
589,2,1,1,301.5,-2.05,3.048
589,3,1,6,295.5,5.713,-6.091
589,3,2,6,295.5,7.07,-5.35
589,3,3,6,295.5,8.385,-4.776
589,3,4,6,295.5,6.886,-8.674
589,3,5,6,295.5,8.393,-8.269
589,3,6,6,295.5,9.595,-7.596
590,1,1,4,58.6,11.259,-0.276
590,1,2,4,58.6,9.061,1.144
590,1,3,4,58.6,13.033,2.228
590,1,4,4,58.6,10.521,3.668
590,2,1,4,291.0,-1.022,16.156
590,2,2,4,291.0,1.747,17.205
590,2,3,4,291.0,-0.001,13.524
590,2,4,4,291.0,2.845,14.537
590,3,1,6,242.6,-15.193,6.243
590,3,2,6,242.6,-13.885,5.445
590,3,3,6,242.6,-12.696,4.989
590,3,4,6,242.6,-16.693,3.48
590,3,5,6,242.6,-15.407,3.063
590,3,6,6,242.6,-13.981,2.104
591,1,1,1,66.8,-9.606,-4.596
591,2,1,6,277.4,5.843,-5.452
591,2,2,6,277.4,7.041,-5.046
591,2,3,6,277.4,8.737,-4.826
591,2,4,6,277.4,6.115,-8.35
591,2,5,6,277.4,7.415,-8.11
591,2,6,6,277.4,9.025,-7.719
591,3,1,5,178.3,-1.504,-10.517
591,3,2,5,178.3,-1.641,-13.352
591,3,3,5,178.3,-2.801,-11.858
591,3,4,5,178.3,-4.595,-10.279
591,3,5,5,178.3,-4.472,-13.308
592,1,1,4,255.6,4.705,-5.7
592,1,2,4,255.6,7.752,-6.25
592,1,3,4,255.6,4.046,-8.466
592,1,4,4,255.6,6.947,-8.976
592,2,1,3,324.3,11.054,7.322
592,2,2,3,324.3,13.031,7.731
592,2,3,3,324.3,15.251,8.063
592,3,1,5,38.6,4.032,-17.355
592,3,2,5,38.6,2.168,-14.794
592,3,3,5,38.6,4.189,-15.267
592,3,4,5,38.6,6.431,-15.418
592,3,5,5,38.6,4.304,-12.967
593,1,1,6,345.2,0.986,-11.06
593,1,2,6,345.2,1.441,-10.022
593,1,3,6,345.2,1.83,-8.336
593,1,4,6,345.2,3.831,-12.23
593,1,5,6,345.2,4.235,-10.666
593,1,6,6,345.2,4.727,-9.089
593,2,1,5,327.9,-16.978,4.097
593,2,2,5,327.9,-15.271,6.52
593,2,3,5,327.9,-14.805,4.489
593,2,4,5,327.9,-14.359,2.487
593,2,5,5,327.9,-12.775,4.977
593,3,1,1,99.4,-2.864,15.175
594,1,1,4,312.2,-6.273,10.61
594,1,2,4,312.2,-4.239,12.707
594,1,3,4,312.2,-4.438,8.474
594,1,4,4,312.2,-2.033,10.575
594,2,1,2,141.6,-10.351,4.198
594,2,2,2,141.6,-14.567,3.501
594,3,1,2,41.4,-4.064,-1.352
594,3,2,2,41.4,-3.736,2.893
595,1,1,2,245.4,-8.933,-1.605
595,1,2,2,245.4,-7.733,-5.61
595,2,1,3,34.8,3.042,-16.761
595,2,2,3,34.8,3.504,-14.522
595,2,3,3,34.8,3.81,-12.706
595,3,1,4,217.9,6.564,3.958
595,3,2,4,217.9,8.352,1.575
595,3,3,4,217.9,4.345,2.07
595,3,4,4,217.9,6.084,-0.412
596,1,1,6,16.1,3.565,-14.006
596,1,2,6,16.1,3.065,-12.382
596,1,3,6,16.1,2.57,-11.266
596,1,4,6,16.1,6.494,-13.124
596,1,5,6,16.1,6.027,-11.693
596,1,6,6,16.1,5.536,-10.383
596,2,1,4,312.1,2.961,7.863
596,2,2,4,312.1,5.054,9.583
596,2,3,4,312.1,4.756,5.348
596,2,4,4,312.1,7.029,7.401
596,3,1,5,49.7,-9.205,-14.647
596,3,2,5,49.7,-11.429,-12.912
596,3,3,5,49.7,-9.061,-12.465
596,3,4,5,49.7,-7.089,-12.455
596,3,5,5,49.7,-9.295,-10.584
597,1,1,5,207.1,0.311,-3.774
597,1,2,5,207.1,1.672,-6.463
597,1,3,5,207.1,-0.462,-5.704
597,1,4,5,207.1,-2.473,-5.008
597,1,5,5,207.1,-1.079,-7.7
597,2,1,1,296.4,4.743,-14.575
597,3,1,1,201.9,-2.185,15.604
598,1,1,6,14.2,-13.251,-4.269
598,1,2,6,14.2,-13.66,-3.16
598,1,3,6,14.2,-13.955,-1.528
598,1,4,6,14.2,-10.265,-3.635
598,1,5,6,14.2,-10.608,-2.306
598,1,6,6,14.2,-10.845,-0.727
598,2,1,4,39.0,1.895,-17.566
598,2,2,4,39.0,-0.154,-15.077
598,2,3,4,39.0,4.201,-15.732
598,2,4,4,39.0,2.099,-13.418
598,3,1,4,343.8,2.612,-4.537
598,3,2,4,343.8,3.421,-1.735
